"UrbanRural","TotalIncomeLastYear","Race","TotalExpLastQ","log_TotalIncome","log_TotalExp","Rural"
1,9150,2,2184.5,9.12150915826957,7.68914224839149,0
1,152000,1,6450.0833,11.9316357998284,8.77184832443511,0
1,98299,1,9447.4333,11.4957691331435,9.15349837512992,0
1,45000,1,8687.7501,10.7144177687525,9.06966927794788,0
1,12000,2,2619.0001,9.39266192877014,7.87054788269022,0
1,74000,1,10169.2,11.2118203721863,9.227118823215,0
1,21988,4,2551.75,9.99825212898055,7.84453467728361,0
1,16671,2,911.4667,9.72142596194803,6.81505506026431,0
1,326811,1,24365.8368,12.6971373011322,10.1009372990343,0
1,140000,1,19693.6665,11.8493977015914,9.88805236557276,0
1,41520,2,4843,10.6339305178398,8.48528964240323,0
1,60000,4,11443.5,11.0020998412042,9.34517716219839,0
1,15000,1,2057.3334,9.61580548008435,7.62916595721935,0
1,75000,1,22263.5001,11.2252433925184,10.0107038496658,0
1,450,6,11577,6.10924758276437,9.35677565020573,0
1,7700,2,4703.8334,8.94897560784178,8.45613307228461,0
1,104000,1,11564.6667,11.5521461781235,9.35570975453559,0
1,2888,1,3434,7.96831950001272,8.14148104145742,0
1,80000,2,2161.0667,11.289781913656,7.67835722137068,0
2,1093,1,823.1333,6.99668148817654,6.71311815596987,1
1,23804,1,1690.2167,10.0776089127647,7.43261202454909,0
1,46556,1,8826.0332,10.7484111680619,9.08546095143583,0
1,65000,4,10377.2501,11.0821425488778,9.24737119869289,0
1,17220,1,12212.8,9.75382677798172,9.41023986104421,0
1,125000,2,11875.9333,11.7360690162844,9.38226921949873,0
1,44594,1,7918.5333,10.7053545998103,8.97696127826486,0
1,431664,1,43487.7789,12.9754027868224,10.6802352327768,0
2,91000,1,11758.3998,11.418614785499,9.37232314076549,1
1,31408,1,1814.7834,10.3548179165162,7.50372140073453,0
1,12000,2,3900.4334,9.39266192877014,8.26884295414859,0
1,90000,1,5260.5834,11.4075649493124,8.56799721212894,0
1,11306,2,6381.5001,9.33308883723524,8.76115847409304,0
1,114000,1,31336.7001,11.6439537273766,10.3525452168117,0
1,40791,1,6482.6,10.6162167478238,8.77687694344116,0
2,42672,1,2954.6001,10.6612982464218,7.99111859073304,1
1,35000,1,7633.0001,10.4631033404715,8.94023624489948,0
1,101241,1,10650.1667,11.525259092129,9.27333082359723,0
1,41192,1,7875.1999,10.625999341726,8.97147384749865,0
1,14256,2,4389,9.56493314971059,8.38685668968823,0
1,160200,1,16675.5579,11.9841783136164,9.72169932749551,0
1,35000,2,6791.45,10.4631033404715,8.82341974709159,0
1,23928,1,1810.8,10.0828046003098,7.5015240155618,0
1,296843,1,15168.5579,12.6009586584877,9.62698000520024,0
1,19608,2,588.4667,9.88369292520795,6.37752034056241,0
1,70000,1,10410.25,11.1562505210315,9.25054617669049,0
2,35348,1,7833.7501,10.4729970926379,8.96619661430416,1
1,32856,1,3375.5333,10.3998896556364,8.12430860563842,0
2,10536,3,1655,9.26255324342312,7.41155628781116,1
1,2350,1,1253.7667,7.7621706071382,7.13390765922731,0
1,75010,1,4544.6667,11.2253767169637,8.42170967058922,0
2,129080,1,13794.1667,11.7681876461659,9.53200107888269,1
1,16824,1,1968.85,9.73056171738254,7.58520489493478,0
1,16656,1,3882,9.72052579085475,8.26410576372896,0
1,8676,1,948.3333,9.06831587194677,6.85470602274294,0
1,38000,1,24901.5,10.5453414387085,10.1226833216022,0
1,18580,1,1976.4,9.82984101236783,7.5890322869716,0
1,75000,1,10254.7001,11.2252433925184,9.23549142580777,0
1,190000,2,4998.9167,12.1547793511426,8.51697650794207,0
1,17000,2,7353.9,9.74096862303835,8.90298606372688,0
1,22600,1,8613.9333,10.0257051852604,9.06113632237535,0
1,2500,1,1856.8335,7.82404601085629,7.52662789658981,0
1,194140,1,12798.9501,12.1763348272662,9.4571184231061,0
1,83000,1,7611.5001,11.3265958867787,8.93741555363732,0
1,79000,1,3046.2333,11.2772031314492,8.0216611227742,0
1,19200,1,6467.6,9.86266555801587,8.77456037586566,0
1,50000,1,4419.8333,10.8197782844103,8.39385725942839,0
1,70000,1,9788.2499,11.1562505210315,9.18893795549942,0
1,15247,1,4108.4667,9.63213804137191,8.32080517219053,0
1,11676,1,2251.4,9.365290731974,7.7193075239207,0
1,19608,2,2525.4,9.88369292520795,7.83415474500458,0
1,48568,1,4249.1833,10.7907201568103,8.35448207874658,0
1,8880,1,612,9.09155683598622,6.41673228251233,0
1,38532,1,10987.8667,10.5592443438775,9.30454691572549,0
1,79000,1,8790.6667,11.2772031314492,9.08144583535698,0
1,228000,2,6511.4167,12.3371009079366,8.78131233057464,0
1,40000,1,4695.4666,10.5966347330961,8.45435276902589,0
1,34000,1,3365.5,10.4341158035983,8.12133181945077,0
1,92000,4,21641.1667,11.4295438560312,9.98235264555517,0
1,85000,4,9755.8667,11.3504065354725,9.18562409585583,0
1,81000,1,25744.0833,11.3022044336546,10.1559601049323,0
1,73600,1,8490.3333,11.206400304717,9.04668353648535,0
1,47348,1,47139.4,10.7652798590738,10.760864448365,0
1,159000,1,12878.3334,11.9766594812024,9.46330159687623,0
1,15000,1,3325,9.61580548008435,8.10922495308995,0
1,79508,4,7752.6333,11.2836129245105,8.95578784528018,0
1,200000,1,8287.0001,12.2060726455302,9.02244331291613,0
1,1500,1,2061.5,7.3132203870903,7.63118915214695,0
1,72500,1,11044.2501,11.1913418408428,9.30966521857415,0
1,82500,1,11473.0001,11.3205535723228,9.34775173651526,0
1,22584,1,6139.4,10.0249969699333,8.72248229649658,0
1,37653,1,18402.8,10.5361679113286,9.82025810593285,0
1,35400,1,1915.8333,10.4744670991219,7.55790795057036,0
1,9500,3,1910.1667,9.15904707758863,7.55494579471913,0
1,152916,1,15487.2001,11.9376440300003,9.64776916174668,0
1,130000,1,15983.75,11.7752897294377,9.67932786012538,0
1,13904,1,2129.4001,9.53993184750517,7.66359557584209,0
1,53000,1,3219.5001,10.8780471925343,8.07698137803896,0
2,1608,1,6877.4,7.38274644973891,8.83599595252581,1
1,85000,1,6985.1667,11.3504065354725,8.8515441368322,0
1,12456,2,8250.15,9.42995771351383,9.01798666098162,0
1,119453,1,7860,11.6906782675495,8.96954188542325,0
1,49200,2,6860.4999,10.8036489024804,8.83353558978503,0
1,39704,1,7171.4667,10.5892072172673,8.87786547334344,0
1,43000,1,9055.2001,10.6689553946757,9.11109446836159,0
1,60000,2,2171.5,11.0020998412042,7.68317345197488,0
1,15353,1,2929,9.6390661736589,7.98241634682773,0
1,41808,1,3751.05,10.6408429877604,8.22979107977177,0
1,205000,1,29883.7499,12.2307652581205,10.3050701300338,0
1,24000,2,1249.3333,10.0858091093301,7.13036532800931,0
1,35000,1,8965.5001,10.4631033404715,9.10113916808629,0
1,53600,1,5337.1001,10.8893043470589,8.58243773201341,0
1,65500,1,2826.25,11.0898054216233,7.94670602359218,0
1,13180,1,3261.9,9.4864558080565,8.09006512667181,0
1,82440,3,11435.1667,11.3198260350044,9.34444868440047,0
1,200000,1,10886.8334,12.2060726455302,9.29530939310955,0
1,50456,1,4540.2667,10.8288569483435,8.4207410338034,0
1,64924,1,26138.1,11.080972634025,10.1711492989971,0
1,182000,1,14327.6666,12.1117619660589,9.56994767434642,0
1,107764,1,12063.2,11.5876989299202,9.39791477505159,0
1,17631,1,2329.1333,9.77741399528076,7.75325150311124,0
1,17508,1,16547.8,9.77041319831079,9.71400844145557,0
1,80000,1,13426,11.289781913656,9.5049484044987,0
1,15935,6,4762,9.67627322685144,8.46842302704681,0
1,39716,1,9742.8,10.5895094081535,9.1842838296564,0
1,75000,1,16113.3998,11.2252433925184,9.68740649052914,0
1,95400,1,15418.3335,11.4658338574364,9.64331256734695,0
1,13500,1,2406.5,9.51044496442652,7.78592868874316,0
1,13380,1,654.1667,9.50151633368222,6.48336221194387,0
1,109000,1,9529.1667,11.5991031612113,9.16211255316096,0
1,45500,1,7721.85,10.725467604939,8.95180925161609,0
1,22344,1,9744.8,10.014313107625,9.18448908838575,0
1,65350,2,3989.4167,11.0875127190524,8.29140030872085,0
1,40364,1,3907.3,10.6056935775844,8.27060187736446,0
1,354386,1,14811.2245,12.7781419935468,9.60314058446519,0
1,20000,1,4610.6667,9.90348755253613,8.43612774592463,0
1,11500,1,4607.3334,9.35010231435134,8.43540453045292,0
1,3432,1,7784.6,8.14089846060785,8.95990270208743,0
1,22076,1,13839.0001,10.0022463245594,9.53524597945189,0
1,60000,1,6557.6667,11.0020998412042,8.78839013269126,0
1,175000,4,19711.7,12.0725412529057,9.88896764706159,0
1,15000,2,1806.6667,9.61580548008435,7.49923882421577,0
1,152200,1,6964.05,11.9329507244097,8.84851648064404,0
1,38000,1,9671.75,10.5453414387085,9.17696454415246,0
1,36030,1,3446.1333,10.4921072037421,8.14500809887019,0
1,8380,6,1036.4667,9.03360319347613,6.94357280400808,0
1,160000,1,32153,11.982929094216,10.3782610379096,0
1,13028,1,574.6333,9.47485616639612,6.35373209822482,0
1,133448,1,7557.7667,11.8014671678339,8.93033101547852,0
1,40000,1,8250.6667,10.5966347330961,9.01804928818482,0
1,264926,1,9418.7368,12.4872058206891,9.15045626091397,0
2,33000,1,2456.4333,10.4042628404486,7.80646569878739,1
1,119795,6,12664.0001,11.6935372275655,9.44651860945725,0
1,40000,1,7720.55,10.5966347330961,8.95164088400444,0
1,117200,1,14296.2244,11.671637156125,9.56775075341445,0
1,37280,1,6963.9666,10.5262122687995,8.84850450478238,0
1,12000,2,4699.5,9.39266192877014,8.45521139906036,0
1,150000,1,11809.7999,11.9183905730784,9.37668496577945,0
1,25000,1,1586.75,10.1266311038503,7.36944317818658,0
1,6000,1,2007.25,8.69951474821019,7.60452090506479,0
1,32088,1,2571.4667,10.3762374074499,7.85223171549084,0
1,97512,1,28411.0502,11.4877307263357,10.2545334400221,0
1,96324,1,10497.4999,11.4754727879196,9.25889240303227,0
1,7176,1,2304.95,8.87849740373863,7.74281426322151,0
1,96060,1,10465.8501,11.4727282752188,9.25587286426127,0
1,165500,1,12292.1665,12.0167264737993,9.41671746855402,0
1,165000,1,4443.9167,12.0137007528827,8.39929140620941,0
1,150000,1,12635.5579,11.9183905730784,9.44427017397214,0
1,50000,1,13574.4999,10.8197782844103,9.51594830434453,0
1,306460,1,25327.0001,12.6328425201322,10.1396263032935,0
1,43200,1,7613.95,10.6735957742322,8.93773737007034,0
1,11485,1,4842.2499,9.3487971151232,8.48513474707079,0
1,75000,1,4522.3666,11.2252433925184,8.41679071987476,0
1,3465,2,1581.2499,8.150467911624,7.36597088923472,0
1,6188,1,2659,8.73036721169296,7.88570539124302,0
1,24852,1,11552.8,10.1206935111836,9.35468311081235,0
1,20000,1,5510.5,9.90348755253613,8.6144106421316,0
1,300000,2,31632.0577,12.6115377536383,10.3619263695109,0
1,137800,1,13236.5,11.8335586375617,9.49073344409109,0
1,14882,2,11241.1999,9.60790770795721,9.32734087041906,0
2,19892,1,4497.6,9.89807291983463,8.41129920015227,1
1,24000,1,6385.1789,10.0858091093301,8.76173478686817,0
1,451886,1,11018.7789,13.0211852146141,9.30735626894478,0
1,28000,1,34512,10.2399597891573,10.4490623686289,0
1,250416,4,20400.8001,12.4308788139303,9.92332939965144,0
1,2000,1,4633.75,7.60090245954208,8.44112175446494,0
1,13411,1,11185.95,9.50383054471094,9.32241380549849,0
1,77000,1,22108.7501,11.2515607008358,10.0037287412721,0
1,55000,1,2522.8333,10.9150884642146,7.83313787432185,0
1,40000,1,5778.8667,10.5966347330961,8.66196286977731,0
2,66000,6,4051.8,11.0974100210086,8.30691650580885,1
1,13608,2,2516.9333,9.5184131340757,7.83079649498284,0
1,20048,1,5852.5001,9.90588467713585,8.67462421645178,0
1,270201,1,10255.1955,12.5069214054636,9.23553973419605,0
1,134000,1,10994.2666,11.805595078933,9.30512919771727,0
1,60000,1,5367.1667,11.0020998412042,8.58805543187707,0
1,42869,1,11271.8,10.6659042329845,9.33005931034091,0
1,20800,1,5244.7499,9.94270826568941,8.5649828361854,0
1,14808,1,4472.4667,9.60292285425333,8.40569536985488,0
1,99670,1,57672.0333,11.5096200079615,10.9625276434875,0
1,18000,1,28036.4232,9.7981270368783,10.2412597723843,0
1,4000,2,2278.3333,8.29404964010203,7.73119944585936,0
1,45017,1,4913.55,10.7147954751902,8.49975197379629,0
1,75000,4,16322.5001,11.2252433925184,9.7002998091873,0
1,40000,1,6010,10.5966347330961,8.70118002752925,0
1,27600,2,2845.6667,10.2255710517052,7.95355266005591,0
1,38864,1,1689.0667,10.567823651242,7.43193140685103,0
1,43002,1,10800.65,10.669001905222,9.28736159648644,0
1,29760,1,3072.0833,10.300920488947,8.03011120978535,0
1,18540,1,4688.8667,9.82768583911985,8.4529461904492,0
1,39216,4,16847.2,10.5768401057679,9.73193974986557,0
1,98140,1,10483.6001,11.4941503096439,9.25756741987757,0
1,28840,1,8855.2667,10.2695185913989,9.08876766834045,0
1,62000,1,2757.5833,11.0348896640272,7.9221099591936,0
1,324386,1,18619.8913,12.6896894436953,9.83198571300521,0
1,13704,1,9239.4,9.52544304000396,9.13123222746242,0
1,130000,4,9256.8333,11.7752897294377,9.13311729291111,0
1,60454,1,10832.7501,11.0096380242425,9.29032924127738,0
1,21012,1,2670.4667,9.95284898207385,7.89000853012709,0
1,50000,1,14812.5,10.8197782844103,9.60322669787749,0
2,20808,1,1361,9.94309280712849,7.21597500265147,1
1,21000,1,6347.1667,9.95227771670556,8.75576380333844,0
1,2509,1,3277,7.82763954636642,8.09468364869882,0
1,1204,1,10112.5,7.09340462586877,9.22152756136675,0
1,49552,1,2040.05,10.810777902213,7.62072959634182,0
1,55150,1,8357.3499,10.9178120246816,9.03089665821673,0
1,40696,1,9839.3,10.6138850865026,9.19413984930447,0
1,31396,1,7175.2499,10.3544357752467,8.87839286928959,0
1,49001,1,10221.9001,10.7995959850478,9.23228776624192,0
1,49556,1,4537.6333,10.8108586222356,8.42016085555207,0
1,110000,1,11295.25,11.6082356447746,9.33213756234463,0
1,15400,1,2552,9.64212278840172,7.84463264446468,0
1,54169,1,8718.2667,10.8998640680791,9.07317572420929,0
1,42072,1,1532.25,10.6471377152692,7.33449252236584,0
1,22044,1,8276,10.0007957350031,9.02111503886543,0
1,31164,4,14223,10.3470188614507,9.56261565157023,0
1,9072,1,2125,9.11294802596753,7.66152708135852,0
1,480593,1,60507.0868,13.0827760370515,11.010515774349,0
1,100000,1,15194.1001,11.5129254649702,9.62866248016836,0
1,60000,1,3722,11.0020998412042,8.2220164372022,0
1,300025,1,22602.0733,12.6116210834996,10.0257969199907,0
1,6768,2,8127.9001,8.81996090128606,9.00305787889627,0
1,75000,1,9702.6667,11.2252433925184,9.18015604423435,0
1,92608,1,2120.0667,11.4361308099912,7.65920282943528,0
1,151716,1,5010.5833,11.9297656310999,8.51930761444751,0
1,12000,1,2250,9.39266192877014,7.71868549519847,0
1,55000,1,8689.7999,10.9150884642146,9.06990519152712,0
1,30000,1,8280.4001,10.3089526606443,9.02164656746791,0
1,68968,1,7746.6001,11.1413979078898,8.95500932931762,0
1,137120,2,28376.2501,11.8286117338316,10.2533078102009,0
1,160000,1,13072.4333,11.982929094216,9.47826096373525,0
1,45000,1,8619.2333,10.7144177687525,9.06175141538641,0
1,62000,1,14734.8333,11.0348896640272,9.59796958190794,0
1,79785,4,20105.3333,11.2870907958445,9.90874039715964,0
1,33996,1,2661.6,10.4339981496185,7.88668272470427,0
1,11676,1,678.4667,9.365290731974,6.51983539922011,0
1,32008,1,1040.4667,10.3737411505371,6.94742464147725,0
1,127704,2,13004.6167,11.7574703649443,9.4730597041689,0
1,176024,1,9368.0577,12.07837562836,9.14506106452417,0
1,15216,1,2570,9.63010278478517,7.85166117788927,0
1,49000,1,3529.4167,10.7995755770928,8.16888789548038,0
1,14184,1,3102,9.55986984775404,8.03980234373648,0
2,400,1,2232.4999,5.99146454710798,7.71087726795782,1
1,100000,1,22032.1999,11.5129254649702,10.0002602940936,0
1,39516,1,3020.2666,10.5844609321644,8.01310038461832,0
2,127000,1,7667.7501,11.7519423654407,8.94477851365012,1
1,173200,1,12519,12.0622022751105,9.43500276925966,0
1,44000,2,3822.3,10.6919449129004,8.24860761465544,0
1,150000,1,25743.5499,11.9183905730784,10.1559393853938,0
1,12372,1,3296.6667,9.42319113380496,8.10066714605987,0
1,29816,1,8467.8,10.3028004411591,9.04402601364802,0
1,44628,1,6397.8,10.7061167437131,8.76370946025219,0
1,32400,1,5403.5,10.3859137017804,8.59480217074322,0
1,120000,1,4039,11.6952470217642,8.30375241556341,0
1,10068,2,3244.5,9.21711735625521,8.08471653406122,0
1,214300,1,7343.5833,12.2751321814617,8.90158219049446,0
1,42751,1,5270.2167,10.6631478659042,8.56982676023461,0
1,4000,2,3780.3333,8.29404964010203,8.23756745932966,0
1,63576,2,9624.0166,11.05999131962,9.17201698250756,0
1,281417,1,16219.5,12.5475928340623,9.6939695010537,0
1,17000,1,3793.4001,9.74096862303835,8.2410180199118,0
1,100000,1,5253.6667,11.5129254649702,8.56668153085221,0
1,21380,1,5519.4,9.97021118457904,8.61602443771117,0
1,102300,1,2812.1667,11.5356649519397,7.94171053282354,0
1,102889,1,12561.1999,11.5414060162051,9.43836796889865,0
1,30996,1,17383.8,10.3416134428838,9.76329401703805,0
1,39480,1,2324.8,10.5835494935474,7.75138929281602,0
1,21872,2,7804.9333,9.99296255896373,8.96251128710905,0
1,4453,1,2147.1333,8.4013333053217,7.671888882584,0
1,150000,1,17702.2245,11.9183905730784,9.78144558863121,0
1,27600,2,8535.2501,10.2255710517052,9.05195993766975,0
1,182360,1,19110.2667,12.1137380343274,9.85798099318089,0
1,152601,1,14338.3333,11.935581950891,9.57069188006257,0
1,9214,1,1591.55,9.12847934549586,7.37246366313094,0
1,11492,1,2181.1333,9.34940642009918,7.68759988308682,0
1,16344,1,9691.4,9.70161613649746,9.17899417329292,0
1,45586,1,5212.2,10.7273559308191,8.55875731049393,0
1,102000,1,4785.8334,11.5327280922664,8.47341545800034,0
1,30000,1,3961.5,10.3089526606443,8.2843780204053,0
1,7089,3,4317.0001,8.86629956585502,8.37031601871971,0
1,100000,1,18729.2499,11.5129254649702,9.83784174658494,0
1,71200,1,14778.0001,11.1732480974001,9.60089487411541,0
1,55000,1,13719.3499,10.9150884642146,9.52656251677532,0
1,133000,1,15341.7501,11.7981044072039,9.63833315576711,0
1,32016,1,10866.55,10.3739910568235,9.29344454243274,0
1,26000,1,5883.7501,10.1658518170036,8.67994960971131,0
1,26140,1,6483.4,10.1712219871782,8.77700034310197,0
1,169561,1,46803.8001,12.0409680230665,10.7537196773272,0
1,49706,1,2208.4333,10.8138809291442,7.70003862908628,0
1,29892,1,6982,10.3053461650502,8.85109068766498,0
1,110000,1,8103.75,11.6082356447746,9.00008219648921,0
1,23000,4,4772.0001,10.0432494949113,8.47052080417338,0
1,110005,1,11685.4999,11.608281098287,9.36610402740147,0
2,40000,1,3014.6667,10.5966347330961,8.0112445557868,1
1,35520,1,7755.6501,10.4778511971061,8.95617690188435,0
1,1608,1,4659.4667,7.38274644973891,8.44665627851061,0
1,13596,1,3954.9333,9.51753091081601,8.28271901533135,0
1,100000,1,4809.1334,11.5129254649702,8.47827218054774,0
1,9003,1,2913.8499,9.10531313410848,7.97723047547651,0
1,225000,1,50785.8247,12.3238556811866,10.8353725532887,0
2,26508,1,6558.8,10.1852018532081,8.78856293837571,1
1,264386,1,30357.3368,12.4851654354821,10.3207935069768,0
1,27917,2,4891.4,10.2369911012464,8.49523384006181,0
1,3500,1,6455.9999,8.1605182474775,8.77276519446032,0
1,110000,1,4138.5834,11.6082356447746,8.32810883435147,0
1,15000,1,2923.0001,9.61580548008435,7.98036579932267,0
1,40000,1,6745.1501,10.5966347330961,8.81657902191538,0
1,206664,1,14836.1499,12.2388495650441,9.60482204236,0
1,19604,1,5585.6667,9.88348890602944,8.62795907770027,0
1,61042,1,9408.4999,11.0193174308213,9.14936880435601,0
1,60000,1,2891.8333,11.0020998412042,7.9696459398469,0
1,80000,1,7037.4999,11.289781913656,8.85900825823835,0
1,68408,1,41789.3579,11.1332450558358,10.6403969904041,0
1,58097,1,4276.1833,10.969869306395,8.36081613839174,0
1,45180,1,6281.5001,10.718409790022,8.74536410036424,0
1,24696,1,2673.8,10.114396566182,7.89125596054902,0
1,9256,2,3715.4667,9.13302726887351,8.22025957510278,0
1,31526,1,2767.6333,10.3585678811865,7.92574782963783,0
1,37642,1,2612.1333,10.5358757272505,7.86792252278481,0
1,102500,1,26214.0001,11.5376180775606,10.1740489019942,0
2,79010,1,14217.6333,11.2773297057168,9.5622382549063,1
1,34000,1,8431.3499,10.4341158035983,9.03971216866274,0
1,37248,1,2658.9333,10.5253535310911,7.88568030631012,0
1,150000,1,17852.9867,11.9183905730784,9.78992609533985,0
1,20000,2,6384.5,9.90348755253613,8.76162845686474,0
1,79000,1,14794.5501,11.2772031314492,9.60201415545002,0
2,47816,1,3115.0834,10.7751155905041,8.04401120453891,1
1,12000,1,3890,9.39266192877014,8.26616443661249,0
1,12324,1,1782.3333,9.41930385971656,7.48567862757855,0
1,90000,1,16928.8333,11.4075649493124,9.73677355958067,0
1,35200,1,5742.0499,10.4688013615862,8.65557155099504,0
1,21643,1,2114.1333,9.98243735551453,7.6564002202606,0
1,129000,1,17814.2501,11.7675676833438,9.78775398341274,0
1,20300,1,3920.9999,9.91837616502988,8.27410197678863,0
1,100000,1,7659.3333,11.5129254649702,8.94368022239321,0
1,12000,1,2480,9.39266192877014,7.81601383915903,0
2,91000,1,36031.5001,11.418614785499,10.4921488376243,1
2,45000,2,3224.5834,10.7144177687525,8.07855904259107,1
1,10200,4,1330.4667,9.23014299927236,7.19328506191964,0
1,88000,1,6589.6668,11.3850920934603,8.79325806476153,0
1,80125,1,11106,11.291343194223,9.31524078180155,0
1,27829,1,5278.5333,10.2338339214274,8.57140355402025,0
1,8473,1,3364.6667,9.04463991619846,8.12108418813897,0
1,47000,1,6947.3334,10.7579028806922,8.84611318148027,0
1,53616,1,1656.9334,10.8896028099771,7.4127238234987,0
1,77000,1,7664.7166,11.2515607008358,8.94438281736733,0
1,5600,1,3383.8333,8.63052187672324,8.12676445828343,0
2,12780,1,645.8,9.45563672793152,6.47048985832418,1
1,76000,1,10048.6667,11.2384886192685,9.21519523801955,0
1,55000,1,11571.9667,10.9150884642146,9.35634078845621,0
1,77180,1,12036.75,11.2538956350916,9.39571974886938,0
2,4040,3,2805.4667,8.3039999709552,7.93932518557861,1
1,70000,1,11382.9999,11.1562505210315,9.33987628454019,0
1,115453,1,19295,11.65661879972,9.86760127397172,0
1,103416,1,13994.3667,11.5465149679638,9.54641014904999,0
1,14000,1,4801.3,9.5468126085974,8.47664199356059,0
1,29088,2,9175.5333,10.2780809969772,9.12429579657416,0
1,57200,2,3313.1334,10.9543091773679,8.10564966710954,0
1,27108,1,5790.4,10.207584166256,8.66395665280948,0
1,16738,5,8221.4999,9.72543686259282,9.01450794099105,0
1,72604,1,7773.9333,11.1927752957139,8.9585315314937,0
1,85000,1,9684.4,11.3504065354725,9.17827162245068,0
1,3216,1,5346.8,8.07589363029886,8.58425353009732,0
1,86000,2,5444.35,11.3621025752356,8.60233365266731,0
1,128000,1,10410.3333,11.7597855429018,9.25055417838754,0
1,36000,1,7090.5,10.4912742174382,8.8665111389014,0
1,66000,1,1895.4167,11.0974100210086,7.54719398780239,0
1,18972,1,2199.4,9.85071948699747,7.69593987487683,0
1,22162,1,2755,10.0061343894963,7.92117272158701,0
1,35000,2,5630.8335,10.4631033404715,8.63601275635715,0
1,480,2,1514,6.17378610390194,7.32251043399739,0
1,60000,1,10649.5001,11.0020998412042,9.27326823106877,0
2,229357,1,22533.1499,12.3430350205973,10.0227428327973,1
1,4190,2,2956.6667,8.34045601291618,7.99181779790947,0
1,68000,1,12623,11.1272629841582,9.44327582575286,0
1,37000,2,5792.7501,10.5186731916264,8.66436243189582,0
1,5964,2,1951.6667,8.69349667588463,7.57643900444313,0
1,30000,1,16983.75,10.3089526606443,9.74001228353853,0
1,150000,1,6564.8038,11.9183905730784,8.7894779005325,0
1,27832,1,21017,10.2339417168318,9.95308691302741,0
1,21655,1,6785.0999,9.98299165364873,8.8224842958157,0
1,8000,1,14599.5,8.98719682066197,9.58874256053466,0
1,28630,1,6247.5,10.2622103980922,8.73993666270911,0
1,369386,1,37322.8333,12.8195974467329,10.5273605711578,0
1,23000,2,2650.0001,10.0432494949113,7.88231495671612,0
1,61010,2,12229.6499,11.0187930641459,9.41161860194278,0
1,140000,1,58534.6667,11.8493977015914,10.9773744508683,0
1,19608,1,8581.3334,9.88369292520795,9.05734458833285,0
1,36000,1,8947.3368,10.4912742174382,9.09911120274207,0
1,21216,1,2025.6667,9.96251089298559,7.61365415992273,0
1,32520,1,9432.8,10.3896105636617,9.15194825626246,0
1,120000,1,18841.45,11.6952470217642,9.84381450907537,0
1,16608,1,4641.4,9.71763978596561,8.44277132384866,0
1,38200,1,59185.9001,10.5505907945947,10.9884386185177,0
1,344386,1,5554.4456,12.749518400303,8.62235389511298,0
1,113016,2,4657.3333,11.6352846805915,8.44619831010144,0
1,12195,1,2222.3333,9.40878131065002,7.7063129589507,0
1,30000,2,11672.75,10.3089526606443,9.36501234447823,0
2,27816,1,3011.6,10.2333666736877,8.01022677797597,1
1,83036,1,21448.4,11.3270295276827,9.97340532949944,0
1,23926,1,3842.6,10.0827210127308,8.2539044997976,0
1,120000,1,5153.3333,11.6952470217642,8.547399027005,0
1,18072,1,2303,9.80211905814784,7.74196789982069,0
1,67407,1,7614.8333,11.1185041490743,8.93785337408505,0
1,17806,1,2083.8,9.78729075813362,7.64194842897808,0
1,46666,1,8006.2499,10.750771127107,8.9879777531548,0
1,6000,1,32754.1667,8.69951474821019,10.3967854604516,0
1,264386,1,27019.3868,12.4851654354821,10.2043099169562,0
1,5000,2,8995.9999,8.51719319141624,9.10453530196316,0
1,38624,1,19508.5001,10.5616291238973,9.87860555213802,0
1,25500,1,7821.0001,10.1464337311465,8.9645677153877,0
1,56600,1,6701.3333,10.9437642641913,8.81006178558118,0
1,5000,1,1355.3333,8.51719319141624,7.21180268092599,0
1,20693,1,4002.2667,9.93755075781183,8.29461615460238,0
1,15000,1,7087.0001,9.61580548008435,8.8660174129206,0
1,78000,6,11498.75,11.2644641056717,9.34999361279137,0
1,10488,1,2768,9.25798702544354,7.92588031673756,0
1,17000,2,15881.6577,9.74096862303835,9.67292011852172,0
1,1935,1,7334.7499,7.56786260546388,8.90037859319959,0
1,67600,1,23582.35,11.1213632620311,10.068253829855,0
1,32608,1,8184.15,10.3923129360225,9.00995463590925,0
1,34000,1,5653.1001,10.4341158035983,8.63995936393051,0
1,43000,5,11168.4,10.6689553946757,9.32084364097967,0
1,34000,1,3190.3334,10.4341158035983,8.06788070442425,0
1,10068,3,4625.9,9.21711735625521,8.43942622561005,0
1,30000,1,6273.75,10.3089526606443,8.74412954096914,0
1,235000,1,49396.5,12.3673407931263,10.8076348504636,0
1,50102,1,3035.5,10.8218162064358,8.01813143457049,0
1,123020,1,6702.4167,11.7201022227624,8.81022344183445,0
1,264416,1,12467.9,12.4852788995009,9.4309126203225,0
1,57013,1,2721.0833,10.9510345909881,7.9087853520596,0
2,127000,1,4308.3334,11.7519423654407,8.36830642618241,1
1,63004,1,11761.9,11.0509534954216,9.37262077302831,0
1,50688,1,2691.8833,10.8334444751741,7.8979963391563,0
1,2000,1,1133.0001,7.60090245954208,7.03262434928926,0
1,24000,1,4136.0499,10.0858091093301,8.32749648091239,0
1,41000,1,27162.3333,10.6213273456864,10.2095864874083,0
1,9001,1,2785.2501,9.10509096125709,7.93209295084285,0
1,76296,1,16447.8,11.2423757912587,9.70794700864789,0
1,35187,1,4464.65,10.4684319751896,8.40394610278014,0
